Generations;RWM1;RWM2;RWM3;RWM Avg;AWM1;AWM2;AWM3;AWM Avg;RWOM1;RWOM2;RWOM3;RWOM Avg;AWOM1;AWOM2;AWOM3;AWOM Avg
2537;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2538;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2539;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2540;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2541;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2542;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2543;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2544;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2545;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2546;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2547;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2548;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2549;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2550;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2551;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2552;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2553;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2554;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2555;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2556;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2557;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2558;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2559;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2560;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2561;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2562;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2563;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2564;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2565;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2566;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2567;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2568;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2569;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2570;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2571;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2572;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2573;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2574;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2575;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2576;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2577;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2578;0,246;0,262;0,224;0,244;0,262;0,218;0,224;0,235;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2579;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2580;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2581;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2582;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2583;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2584;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2585;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2586;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2587;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2588;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2589;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2590;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2591;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2592;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2593;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2594;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2595;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2596;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2597;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2598;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2599;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2600;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2601;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2602;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2603;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2604;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2605;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2606;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2607;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2608;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2609;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2610;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2611;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2612;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2613;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2614;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2615;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2616;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2617;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2618;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2619;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2620;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2621;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2622;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2623;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2624;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,252;0,269
2625;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2626;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2627;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2628;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2629;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2630;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2631;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2632;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2633;0,246;0,262;0,224;0,244;0,280;0,218;0,224;0,241;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2634;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2635;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2636;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2637;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2638;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2639;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2640;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2641;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2642;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2643;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2644;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2645;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2646;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2647;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2648;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2649;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2650;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2651;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2652;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2653;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2654;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2655;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2656;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2657;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2658;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2659;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2660;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2661;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2662;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2663;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2664;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2665;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2666;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2667;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2668;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2669;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2670;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2671;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2672;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2673;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2674;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2675;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2676;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2677;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2678;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2679;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2680;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2681;0,246;0,262;0,224;0,244;0,280;0,218;0,246;0,248;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2682;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2683;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2684;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2685;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2686;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2687;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2688;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2689;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2690;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2691;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2692;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2693;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2694;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2695;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,262;0,268;0,285;0,302;0,252;0,274;0,276
2696;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2697;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2698;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2699;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2700;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2701;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2702;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2703;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2704;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2705;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2706;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2707;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2708;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2709;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2710;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2711;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2712;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2713;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2714;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2715;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2716;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2717;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2718;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,268;0,287;0,302;0,252;0,274;0,276
2719;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2720;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2721;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2722;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2723;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2724;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2725;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2726;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2727;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2728;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2729;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2730;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2731;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2732;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2733;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2734;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2735;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2736;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2737;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2738;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2739;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2740;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2741;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2742;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
2743;0,246;0,262;0,224;0,244;0,280;0,224;0,246;0,250;0,324;0,268;0,302;0,298;0,302;0,252;0,274;0,276
