Generations;RWM1;RWM2;RWM3;RWM Avg;AWM1;AWM2;AWM3;AWM Avg;RWOM1;RWOM2;RWOM3;RWOM Avg;AWOM1;AWOM2;AWOM3;AWOM Avg
3796;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3797;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3798;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3799;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3800;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3801;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3802;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3803;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3804;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3805;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3806;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3807;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3808;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3809;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3810;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3811;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3812;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3813;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3814;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3815;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3816;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3817;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3818;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3819;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3820;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3821;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3822;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3823;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3824;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3825;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3826;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3827;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3828;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3829;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3830;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3831;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3832;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3833;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3834;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3835;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3836;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3837;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3838;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3839;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3840;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3841;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3842;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3843;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3844;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3845;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3846;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3847;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3848;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3849;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3850;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3851;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3852;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3853;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3854;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3855;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3856;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3857;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3858;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3859;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3860;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3861;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3862;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3863;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3864;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3865;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3866;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3867;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3868;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3869;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3870;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3871;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3872;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3873;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3874;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3875;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3876;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3877;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3878;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3879;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3880;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3881;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3882;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3883;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3884;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3885;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3886;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3887;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3888;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3889;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3890;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3891;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3892;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3893;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3894;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3895;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3896;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3897;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3898;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3899;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3900;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3901;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3902;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3903;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3904;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3905;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3906;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3907;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3908;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3909;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3910;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3911;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3912;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3913;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3914;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3915;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3916;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3917;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3918;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3919;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3920;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3921;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3922;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3923;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3924;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3925;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3926;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3927;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3928;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3929;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3930;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3931;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3932;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3933;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3934;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3935;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3936;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3937;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3938;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3939;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3940;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3941;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3942;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3943;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3944;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3945;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3946;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3947;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3948;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3949;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3950;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3951;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3952;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3953;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3954;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3955;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3956;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3957;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3958;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3959;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3960;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3961;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3962;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3963;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3964;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3965;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3966;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3967;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3968;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3969;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3970;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3971;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3972;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3973;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3974;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3975;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3976;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3977;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3978;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3979;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3980;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3981;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3982;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3983;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3984;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3985;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3986;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3987;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3988;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3989;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3990;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3991;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3992;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3993;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3994;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3995;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3996;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3997;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3998;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
3999;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
4000;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
4001;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
4002;0,274;0,308;0,274;0,285;0,280;0,246;0,246;0,257;0,324;0,274;0,302;0,300;0,302;0,274;0,274;0,283
